"","EntityID","API_UWI","API_UWI_List","ProdDate","Liquid","Gas","Water","WellCount","Days","DailyAvgOil","DailyAvgGas","DailyAvgWater"
"1574",122785258,33061005340000,33061005340000,"2015-05-01",1068,596,180,1,31,34,19,5
"1575",122785258,33061005340000,33061005340000,"2015-06-01",922,555,287,1,30,30,18,9
"1576",122785258,33061005340000,33061005340000,"2015-07-01",883,573,301,1,31,28,18,9
"1577",122785258,33061005340000,33061005340000,"2015-08-01",961,546,199,1,31,31,17,6
"1578",122785258,33061005340000,33061005340000,"2015-09-01",758,535,270,1,30,25,17,9
"1579",122785258,33061005340000,33061005340000,"2015-10-01",909,1190,285,1,31,29,38,9
"1580",122785258,33061005340000,33061005340000,"2015-11-01",660,399,204,1,30,22,13,6
"1581",122785258,33061005340000,33061005340000,"2015-12-01",556,314,118,1,31,17,10,3
"1582",122785258,33061005340000,33061005340000,"2016-01-01",507,289,212,1,31,16,9,6
"1583",122785258,33061005340000,33061005340000,"2016-02-01",409,293,160,1,29,14,10,5
"1584",122785258,33061005340000,33061005340000,"2016-03-01",465,322,140,1,31,15,10,4
"1585",122785258,33061005340000,33061005340000,"2016-04-01",387,287,163,1,30,12,9,5
"1586",122785258,33061005340000,33061005340000,"2016-05-01",373,284,84,1,30,12,9,2
"1587",122785258,33061005340000,33061005340000,"2016-06-01",370,286,187,1,30,12,9,6
"1588",122785258,33061005340000,33061005340000,"2016-07-01",397,297,198,1,31,12,9,6
"1589",122785258,33061005340000,33061005340000,"2016-08-01",378,284,91,1,31,12,9,2
"1590",122785258,33061005340000,33061005340000,"2016-09-01",746,490,305,1,30,24,16,10
"1591",122785258,33061005340000,33061005340000,"2016-10-01",745,399,292,1,31,24,12,9
"1592",122785258,33061005340000,33061005340000,"2016-11-01",951,515,310,1,30,31,17,10
"1593",122785258,33061005340000,33061005340000,"2016-12-01",872,449,175,1,31,28,14,5
"1594",122785258,33061005340000,33061005340000,"2017-01-01",693,415,237,1,31,22,13,7
"1595",122785258,33061005340000,33061005340000,"2017-02-01",679,402,177,1,28,24,14,6
"1596",122785258,33061005340000,33061005340000,"2017-03-01",646,398,261,1,31,20,12,8
"1597",122785258,33061005340000,33061005340000,"2017-04-01",645,398,252,1,30,21,13,8
"1598",122785258,33061005340000,33061005340000,"2017-05-01",631,515,155,1,31,20,16,5
"1599",122785258,33061005340000,33061005340000,"2017-06-01",577,468,234,1,29,19,16,8
"1600",122785258,33061005340000,33061005340000,"2017-07-01",565,463,145,1,31,18,14,4
"1601",122785258,33061005340000,33061005340000,"2017-08-01",624,453,217,1,31,20,14,7
"1602",122785258,33061005340000,33061005340000,"2017-09-01",642,311,259,1,29,22,10,8
"1603",122785258,33061005340000,33061005340000,"2017-10-01",560,336,135,1,28,20,12,4
"1604",122785258,33061005340000,33061005340000,"2017-11-01",396,294,110,1,29,13,10,3
"1605",122785258,33061005340000,33061005340000,"2017-12-01",384,305,87,1,31,12.39,9.84,2.81
"1606",122785258,33061005340000,33061005340000,"2018-01-01",289,246,84,1,31,9.32,7.94,2.71
"1607",122785258,33061005340000,33061005340000,"2018-02-01",300,250,105,1,28,10.71,8.93,3.75
